,Blinkroot Seed,Daybloom Seed,Deathweed Seed,Fireblossom Seed,Moonglow Seed,Shiverthorn Seed,Waterleaf Seed
Herb_Bag_578,13,29,20,22,22,18,14
Herb_Bag_579,6,33,22,1,6,9,13
Herb_Bag_580,29,6,21,7,7,19,2
Herb_Bag_581,19,13,20,0,8,12,9
Herb_Bag_582,20,29,16,8,8,16,23
Herb_Bag_583,17,28,26,18,4,15,0
Herb_Bag_584,22,25,17,23,8,22,24
Herb_Bag_585,11,18,27,21,5,9,7
Herb_Bag_586,18,27,13,13,13,16,34
Herb_Bag_587,17,37,19,21,7,12,10
Herb_Bag_588,26,28,27,36,16,22,27
Herb_Bag_589,14,26,16,55,5,21,16
Herb_Bag_590,24,11,26,45,14,12,12
Herb_Bag_591,29,36,23,12,15,21,18
Herb_Bag_592,24,13,23,28,10,15,15
Herb_Bag_593,30,28,22,38,10,28,19
Herb_Bag_594,21,5,27,0,13,14,18
Herb_Bag_595,11,34,17,9,7,26,13
Herb_Bag_596,28,21,21,22,3,29,18
Herb_Bag_597,27,11,29,11,17,15,22
Herb_Bag_598,22,9,17,20,14,20,25
Herb_Bag_599,29,20,13,10,12,12,19
Herb_Bag_600,18,11,22,29,1,15,8
Herb_Bag_601,17,13,19,43,2,9,14
Herb_Bag_602,25,17,27,9,8,29,9
Herb_Bag_603,22,13,20,17,15,11,23
Herb_Bag_604,10,22,27,50,12,30,17
Herb_Bag_605,20,0,9,23,14,7,8
Herb_Bag_606,21,23,8,14,16,28,14
Herb_Bag_607,17,10,15,28,17,27,20
Herb_Bag_608,20,28,20,28,8,6,25
Herb_Bag_609,28,27,16,35,10,10,21
Herb_Bag_610,29,22,22,39,14,13,18
Herb_Bag_611,12,16,22,39,3,18,15
Herb_Bag_612,22,37,20,14,7,14,12
Herb_Bag_613,7,13,30,20,13,23,17
Herb_Bag_614,23,9,19,19,14,7,16
Herb_Bag_615,27,26,30,23,8,26,15
Herb_Bag_616,14,31,19,17,0,13,19
Herb_Bag_617,28,25,24,15,15,16,9
Herb_Bag_618,21,8,16,15,7,24,14
Herb_Bag_619,25,25,14,31,8,0,2
Herb_Bag_620,28,24,12,0,20,18,10
Herb_Bag_621,18,25,21,16,17,15,12
Herb_Bag_622,13,15,18,24,6,15,17
Herb_Bag_623,18,16,20,54,16,26,5
Herb_Bag_624,17,19,17,32,14,23,12
Herb_Bag_625,20,9,8,12,6,22,12
Herb_Bag_626,26,27,20,55,16,32,7
Herb_Bag_627,15,28,21,0,18,13,24
Herb_Bag_628,17,9,18,10,9,16,9
Herb_Bag_629,33,22,22,31,11,20,22
Herb_Bag_630,12,17,34,31,4,31,19
Herb_Bag_631,23,24,20,4,9,20,17
Herb_Bag_632,20,35,24,19,16,19,8
Herb_Bag_633,23,18,20,4,16,11,7
Herb_Bag_634,25,14,11,26,10,20,7
Herb_Bag_635,18,27,7,0,12,20,8
Herb_Bag_636,22,30,17,14,7,17,18
Herb_Bag_637,20,25,6,37,3,25,21
Herb_Bag_638,24,21,23,28,18,15,11
Herb_Bag_639,29,15,16,10,0,22,12
Herb_Bag_640,19,10,20,35,6,15,10
Herb_Bag_641,29,25,20,28,8,20,11
Herb_Bag_642,21,41,25,2,0,15,11
Herb_Bag_643,18,25,17,23,4,8,10
Herb_Bag_644,27,30,7,7,10,16,13
Herb_Bag_645,25,21,22,23,10,41,9
Herb_Bag_646,25,19,17,21,8,13,15
Herb_Bag_647,17,29,22,18,13,19,24
Herb_Bag_648,12,16,24,23,2,12,24
Herb_Bag_649,28,9,28,14,0,25,15
Herb_Bag_650,20,26,21,33,16,4,21
Herb_Bag_651,30,16,20,30,9,21,14
Herb_Bag_652,23,17,20,26,15,19,15
Herb_Bag_653,29,19,26,24,8,26,19
Herb_Bag_654,39,30,27,19,3,29,11
Herb_Bag_655,23,27,21,18,4,9,5
Herb_Bag_656,27,23,25,31,17,16,2
Herb_Bag_657,19,36,19,43,10,25,13
Herb_Bag_658,26,29,26,1,8,21,18
Herb_Bag_659,21,12,22,15,22,22,7
Herb_Bag_660,17,18,25,9,17,27,18
Herb_Bag_661,21,24,16,2,7,23,15
Herb_Bag_662,19,16,22,30,6,18,20
Herb_Bag_663,22,23,22,13,14,18,4
Herb_Bag_664,31,17,22,45,3,14,9
Herb_Bag_665,13,28,10,13,7,21,12
Herb_Bag_666,7,10,23,10,7,12,11
Herb_Bag_667,14,19,23,49,9,15,13
Herb_Bag_668,17,29,21,24,5,18,8
Herb_Bag_669,31,39,17,29,13,16,19
Herb_Bag_670,16,19,21,32,12,8,5
Herb_Bag_671,16,35,24,29,17,17,17
Herb_Bag_672,32,11,17,17,16,15,3
Herb_Bag_673,25,33,23,8,9,13,15
Herb_Bag_674,28,18,18,16,4,30,14
Herb_Bag_675,16,29,25,33,6,21,18
Herb_Bag_676,30,20,24,11,24,27,7
Herb_Bag_677,33,26,10,60,3,29,3
Herb_Bag_678,25,10,17,47,13,24,13
Herb_Bag_679,17,30,22,18,7,18,30
Herb_Bag_680,15,37,19,2,9,25,22
Herb_Bag_681,18,33,23,21,10,24,17
Herb_Bag_682,18,31,14,10,11,17,19
Herb_Bag_683,14,19,21,8,6,15,23
Herb_Bag_684,15,21,12,8,8,28,16
Herb_Bag_685,29,32,20,17,11,35,7
Herb_Bag_686,17,29,22,45,11,32,5
Herb_Bag_687,10,19,17,30,14,13,5
Herb_Bag_688,24,19,14,24,10,34,5
Herb_Bag_689,27,32,20,14,13,19,6
Herb_Bag_690,19,21,18,36,4,35,11
Herb_Bag_691,23,28,16,15,12,22,15
Herb_Bag_692,25,24,19,7,19,17,20
Herb_Bag_693,13,26,24,63,10,16,24
Herb_Bag_694,24,9,30,12,12,19,18
Herb_Bag_695,26,13,20,22,9,22,7
Herb_Bag_696,17,24,15,28,5,12,8
Herb_Bag_697,7,23,28,8,12,9,11
Herb_Bag_698,19,30,23,14,14,8,19
Herb_Bag_699,5,23,21,6,19,9,9
Herb_Bag_700,11,17,27,17,9,21,10
Herb_Bag_701,29,2,22,8,14,22,18
Herb_Bag_702,17,14,14,39,18,28,16
Herb_Bag_703,30,40,10,33,7,25,9
Herb_Bag_704,25,26,20,34,15,12,10
Herb_Bag_705,15,25,20,10,17,25,19
Herb_Bag_706,16,16,26,23,14,25,7
Herb_Bag_707,34,19,11,31,2,14,27
Herb_Bag_708,28,44,14,41,10,9,24
Herb_Bag_709,8,33,28,38,2,11,7
Herb_Bag_710,22,17,15,33,16,28,12
Herb_Bag_711,23,31,21,0,9,10,15
Herb_Bag_712,27,33,21,17,17,10,8
Herb_Bag_713,27,23,18,22,19,20,12
Herb_Bag_714,26,34,17,27,10,28,1
Herb_Bag_715,15,15,19,47,15,18,18
Herb_Bag_716,29,13,22,32,12,21,15
Herb_Bag_717,26,22,14,36,15,31,11
Herb_Bag_718,24,13,26,20,9,19,15
Herb_Bag_719,29,11,18,38,13,10,22
Herb_Bag_720,20,12,31,10,3,16,10
Herb_Bag_721,22,17,32,23,2,17,17
Herb_Bag_722,23,30,12,19,3,27,7
Herb_Bag_723,14,12,22,12,8,24,25
Herb_Bag_724,26,22,8,55,12,9,15
Herb_Bag_725,21,20,29,2,6,13,10
Herb_Bag_726,27,15,21,22,8,23,11
Herb_Bag_727,26,29,21,19,5,5,10
Herb_Bag_728,21,35,18,20,4,26,9
Herb_Bag_729,22,28,15,11,16,14,19
Herb_Bag_730,18,19,29,25,8,21,25
Herb_Bag_731,22,3,17,6,0,19,13
Herb_Bag_732,22,41,7,21,5,28,14
Herb_Bag_733,22,9,19,26,12,26,16
Herb_Bag_734,26,19,21,45,16,14,4
Herb_Bag_735,20,32,15,6,20,24,10
Herb_Bag_736,20,32,13,22,9,19,32
Herb_Bag_737,12,35,24,34,16,13,8
Herb_Bag_738,17,23,14,0,9,17,10
Herb_Bag_739,21,37,15,15,11,21,9
Herb_Bag_740,16,31,15,1,23,23,4
Herb_Bag_741,26,35,21,40,16,24,26
Herb_Bag_742,34,14,22,42,17,25,7
Herb_Bag_743,27,29,26,21,13,14,20
Herb_Bag_744,18,22,14,16,7,9,16
Herb_Bag_745,19,11,25,16,10,18,17
Herb_Bag_746,9,28,13,42,12,31,16
Herb_Bag_747,17,0,20,58,6,21,15
Herb_Bag_748,25,16,24,15,11,19,23
Herb_Bag_749,22,8,19,24,10,30,13
Herb_Bag_750,19,38,36,22,7,21,11
Herb_Bag_751,17,25,24,29,10,9,13
Herb_Bag_752,18,19,16,28,9,20,23
Herb_Bag_753,14,26,23,22,8,28,7
Herb_Bag_754,23,20,19,18,6,17,9
Herb_Bag_755,26,31,19,17,11,19,13
Herb_Bag_756,27,24,15,17,6,16,25
Herb_Bag_757,20,9,20,11,5,18,3
Herb_Bag_758,12,31,23,18,10,19,19
Herb_Bag_759,29,37,12,24,17,17,9
Herb_Bag_760,14,37,9,4,0,18,12
Herb_Bag_761,16,23,20,36,11,15,20
Herb_Bag_762,26,12,20,1,12,16,8
Herb_Bag_763,28,20,12,30,10,11,12
Herb_Bag_764,18,21,19,21,11,8,13
Herb_Bag_765,18,3,32,17,8,17,21
Herb_Bag_766,28,32,14,18,8,6,20
Herb_Bag_767,22,39,13,23,6,14,23
Herb_Bag_768,26,17,19,20,11,28,28
Herb_Bag_769,20,42,9,17,18,21,17
Herb_Bag_770,21,35,21,47,15,14,14
Herb_Bag_771,21,39,25,36,13,1,13
Herb_Bag_772,18,35,22,17,7,22,10
Herb_Bag_773,30,48,20,28,9,11,10
Herb_Bag_774,9,15,17,0,14,22,19
Herb_Bag_775,28,35,16,39,12,17,23
Herb_Bag_776,29,23,15,37,11,25,11
Herb_Bag_777,19,19,22,3,5,31,11
Herb_Bag_778,17,10,21,13,6,22,22
Herb_Bag_779,24,18,24,21,9,25,14
Herb_Bag_780,20,21,23,5,17,23,17
Herb_Bag_781,16,23,26,23,16,18,9
Herb_Bag_782,33,12,16,24,7,12,14
Herb_Bag_783,34,19,24,26,12,32,17
Herb_Bag_784,17,18,18,30,3,30,18
Herb_Bag_785,14,21,25,29,16,19,18
Herb_Bag_786,11,24,13,9,6,15,16
Herb_Bag_787,15,20,22,14,7,23,19
Herb_Bag_788,23,16,13,31,16,24,0
Herb_Bag_789,24,14,22,29,10,24,28
Herb_Bag_790,24,35,17,33,10,19,11
Herb_Bag_791,27,19,21,32,9,29,6
Herb_Bag_792,32,20,22,32,8,15,2
Herb_Bag_793,26,39,13,22,12,21,16
Herb_Bag_794,13,34,12,25,15,25,26
Herb_Bag_795,13,23,25,26,8,23,4
Herb_Bag_796,23,25,19,33,13,27,10
Herb_Bag_797,26,22,12,0,13,26,20
Herb_Bag_798,17,27,13,21,6,23,16
Herb_Bag_799,13,65,33,16,8,23,9
Herb_Bag_800,17,11,28,18,10,14,20
Herb_Bag_801,19,30,14,35,19,14,13
Herb_Bag_802,19,13,22,0,4,18,14
Herb_Bag_803,20,13,30,33,10,24,15
Herb_Bag_804,13,18,26,16,12,15,24
Herb_Bag_805,20,18,16,11,18,28,19
Herb_Bag_806,24,29,11,20,17,33,16
Herb_Bag_807,19,26,21,21,10,17,18
Herb_Bag_808,18,31,19,19,13,10,7
Herb_Bag_809,13,10,37,17,6,20,14
Herb_Bag_810,12,22,28,3,9,20,5
Herb_Bag_811,22,22,15,18,13,18,14
Herb_Bag_812,29,21,21,19,3,27,10
Herb_Bag_813,21,19,14,16,8,9,9
Herb_Bag_814,28,6,24,0,11,23,8
Herb_Bag_815,26,13,17,0,13,13,19
Herb_Bag_816,23,30,21,25,16,15,22
Herb_Bag_817,18,17,18,16,12,11,7
Herb_Bag_818,25,25,20,16,6,15,21
Herb_Bag_819,23,28,28,28,7,17,18
Herb_Bag_820,10,21,8,0,11,13,17
Herb_Bag_821,19,27,21,16,1,6,12
Herb_Bag_822,12,12,18,7,8,21,26
Herb_Bag_823,17,11,19,30,13,15,26
Herb_Bag_824,19,18,18,46,5,27,16
Herb_Bag_825,19,25,21,16,5,19,11
Herb_Bag_826,25,10,19,51,8,16,14
Herb_Bag_827,30,44,17,34,10,21,2
Herb_Bag_828,26,24,25,6,8,18,14
Herb_Bag_829,20,41,24,34,9,26,13
Herb_Bag_830,24,21,13,39,0,23,16
Herb_Bag_831,17,31,11,11,10,22,11
Herb_Bag_832,14,35,23,45,7,26,15
Herb_Bag_833,24,33,17,37,9,26,19
Herb_Bag_834,14,12,18,44,13,23,16
Herb_Bag_835,15,9,26,0,13,9,24
Herb_Bag_836,25,15,16,24,5,31,6
Herb_Bag_837,19,29,14,20,8,16,17
Herb_Bag_838,20,37,25,14,13,34,19
Herb_Bag_839,17,15,26,36,12,19,30
Herb_Bag_840,23,18,20,20,5,22,16
Herb_Bag_841,20,16,14,34,10,18,13
Herb_Bag_842,28,11,16,23,0,16,13
Herb_Bag_843,22,9,24,33,20,17,12
Herb_Bag_844,13,25,27,19,10,25,20
Herb_Bag_845,25,15,31,27,14,5,7
Herb_Bag_846,25,24,19,10,11,21,24
Herb_Bag_847,10,22,18,35,9,18,13
Herb_Bag_848,15,21,19,13,4,12,8
Herb_Bag_849,19,37,21,8,17,19,10
Herb_Bag_850,19,40,26,0,3,12,19
Herb_Bag_851,11,10,23,37,18,16,23
Herb_Bag_852,27,33,22,32,6,16,13
Herb_Bag_853,16,27,24,35,10,37,7
Herb_Bag_854,11,23,18,14,15,18,13
Herb_Bag_855,23,19,28,5,15,0,27
Herb_Bag_856,16,3,11,23,12,14,6
Herb_Bag_857,22,8,25,9,3,23,17
Herb_Bag_858,24,27,23,29,17,18,17
Herb_Bag_859,26,10,16,14,16,16,24
Herb_Bag_860,26,32,17,6,10,28,14
Herb_Bag_861,17,15,24,20,11,25,21
Herb_Bag_862,19,22,23,21,5,12,24
Herb_Bag_863,18,20,21,24,9,20,20
Herb_Bag_864,17,7,25,6,16,26,6
Herb_Bag_865,25,30,26,11,10,17,8
Herb_Bag_866,17,25,19,43,6,28,17
Herb_Bag_867,15,7,16,25,17,16,12
Herb_Bag_868,23,11,27,20,13,28,11
Herb_Bag_869,28,31,16,15,7,23,13
Herb_Bag_870,13,26,16,0,16,17,13
Herb_Bag_871,17,35,19,17,9,17,15
Herb_Bag_872,17,23,22,0,10,26,17
Herb_Bag_873,33,17,25,11,10,26,6
Herb_Bag_874,26,39,13,0,14,21,15
Herb_Bag_875,19,22,14,39,3,20,20
Herb_Bag_876,23,18,27,40,4,18,14
Herb_Bag_877,23,21,22,25,9,8,16
Herb_Bag_878,11,25,18,27,1,19,14
Herb_Bag_879,22,0,22,19,10,21,21
Herb_Bag_880,26,37,20,19,17,26,21
Herb_Bag_881,27,9,27,34,11,27,12
Herb_Bag_882,19,0,23,0,19,24,21
Herb_Bag_883,15,29,11,44,7,17,9
Herb_Bag_884,16,10,29,31,9,24,12
Herb_Bag_885,17,27,12,20,10,34,11
Herb_Bag_886,26,16,18,33,5,23,12
Herb_Bag_887,28,7,25,47,16,33,22
Herb_Bag_888,14,21,16,27,17,20,7
Herb_Bag_889,20,11,17,33,20,13,13
Herb_Bag_890,25,19,17,32,4,20,19
Herb_Bag_891,20,27,15,49,7,21,12
Herb_Bag_892,12,17,8,51,15,18,15
Herb_Bag_893,18,20,23,31,9,27,13
Herb_Bag_894,27,12,26,40,13,13,19
Herb_Bag_895,20,23,19,15,2,13,16
Herb_Bag_896,22,43,21,20,10,5,0
Herb_Bag_897,15,25,23,20,8,11,16
Herb_Bag_898,22,20,18,27,20,16,25
Herb_Bag_899,19,20,18,19,9,19,10
Herb_Bag_900,20,30,16,16,0,17,15
Herb_Bag_901,25,14,11,28,11,21,23
Herb_Bag_902,19,22,24,16,12,14,17
Herb_Bag_903,14,17,17,32,4,23,8
Herb_Bag_904,16,24,24,22,19,30,14
Herb_Bag_905,10,16,18,39,9,17,17
Herb_Bag_906,15,20,18,6,2,13,11
Herb_Bag_907,17,20,18,25,12,18,23
Herb_Bag_908,27,4,19,3,11,24,24
Herb_Bag_909,22,18,26,28,18,30,15
Herb_Bag_910,19,32,25,24,11,27,5
Herb_Bag_911,22,22,25,2,20,31,9
Herb_Bag_912,24,17,14,18,14,15,22
Herb_Bag_913,33,20,19,21,4,22,19
Herb_Bag_914,29,27,19,33,7,20,8
Herb_Bag_915,16,19,22,1,9,19,3
Herb_Bag_916,12,18,26,12,15,13,16
Herb_Bag_917,18,20,19,10,7,21,19
Herb_Bag_918,25,37,19,22,15,19,10
Herb_Bag_919,21,20,17,23,14,16,8
Herb_Bag_920,13,13,17,25,20,11,20
Herb_Bag_921,19,14,24,7,9,23,16
Herb_Bag_922,15,16,16,37,0,18,15
Herb_Bag_923,14,21,19,17,1,9,1
Herb_Bag_924,28,0,25,21,7,19,20
Herb_Bag_925,24,17,24,40,12,8,18
Herb_Bag_926,22,26,21,26,13,24,9
Herb_Bag_927,18,26,15,10,13,20,11
Herb_Bag_928,32,35,30,24,14,21,9
Herb_Bag_929,11,20,26,27,17,22,10
Herb_Bag_930,19,18,31,40,10,25,20
Herb_Bag_931,17,12,15,22,5,11,10
Herb_Bag_932,9,16,23,5,9,17,16
Herb_Bag_933,20,11,18,3,8,14,16
Herb_Bag_934,17,29,22,22,7,19,19
Herb_Bag_935,32,40,19,44,10,19,17
Herb_Bag_936,17,12,18,17,13,18,4
Herb_Bag_937,6,21,13,30,14,21,1
Herb_Bag_938,16,9,17,29,13,22,8
Herb_Bag_939,21,20,18,35,5,15,15
Herb_Bag_940,15,3,13,14,2,16,10
Herb_Bag_941,28,16,25,18,10,20,26
Herb_Bag_942,23,13,18,37,12,22,12
Herb_Bag_943,18,41,14,44,14,26,13
Herb_Bag_944,24,24,9,30,6,26,28
Herb_Bag_945,41,33,27,15,6,20,16
Herb_Bag_946,10,30,23,29,3,23,17
Herb_Bag_947,14,14,31,35,5,9,18
Herb_Bag_948,16,23,12,25,15,24,15
Herb_Bag_949,27,23,10,37,9,18,11
Herb_Bag_950,17,25,18,51,10,25,18
Herb_Bag_951,19,30,14,11,6,5,5
Herb_Bag_952,20,34,22,17,12,16,12
Herb_Bag_953,30,7,22,22,13,23,14
Herb_Bag_954,32,45,22,36,7,20,3
Herb_Bag_955,13,39,20,39,10,0,21
Herb_Bag_956,26,7,22,45,7,4,18
Herb_Bag_957,13,24,24,29,7,12,21
Herb_Bag_958,26,22,17,37,18,18,13
Herb_Bag_959,26,27,14,35,14,17,11
Herb_Bag_960,22,30,31,17,24,21,23
Herb_Bag_961,14,25,14,40,5,25,17
Herb_Bag_962,26,18,24,0,10,9,33
Herb_Bag_963,27,18,13,22,23,15,25
Herb_Bag_964,24,35,13,19,6,18,12
Herb_Bag_965,16,32,5,20,18,18,10
Herb_Bag_966,24,31,26,42,12,9,24
Herb_Bag_967,22,11,17,4,11,19,23
Herb_Bag_968,24,9,2,51,15,17,7
Herb_Bag_969,14,23,16,14,12,5,17
Herb_Bag_970,21,15,32,23,10,21,16
Herb_Bag_971,21,30,23,22,9,14,19
Herb_Bag_972,16,23,22,14,0,23,15
Herb_Bag_973,19,32,20,20,5,24,16
Herb_Bag_974,23,42,20,0,17,29,19
Herb_Bag_975,17,10,19,20,11,27,7
Herb_Bag_976,4,28,29,14,10,10,15
Herb_Bag_977,15,14,10,7,10,11,16
Herb_Bag_978,18,33,19,13,14,2,14
Herb_Bag_979,28,16,23,14,17,26,22
Herb_Bag_980,23,24,29,5,11,19,19
Herb_Bag_981,24,16,20,28,16,22,10
Herb_Bag_982,16,20,14,32,6,18,19
Herb_Bag_983,19,0,16,47,14,17,17
Herb_Bag_984,16,27,15,6,11,14,13
Herb_Bag_985,10,32,27,50,6,9,17
Herb_Bag_986,23,9,21,15,8,20,16
Herb_Bag_987,22,29,23,9,16,17,9
Herb_Bag_988,20,28,16,33,8,23,15
Herb_Bag_989,15,15,8,12,7,12,9
Herb_Bag_990,18,7,21,24,3,13,14
Herb_Bag_991,13,30,23,27,5,14,10
Herb_Bag_992,16,40,24,35,5,20,16
Herb_Bag_993,32,10,14,24,8,34,9
Herb_Bag_994,13,18,18,20,15,10,15
Herb_Bag_995,12,33,17,23,1,25,19
Herb_Bag_996,26,25,16,27,1,19,14
Herb_Bag_997,17,34,18,15,10,29,17
Herb_Bag_998,18,14,13,3,6,28,14
Herb_Bag_999,12,12,25,32,14,18,10
Herb_Bag_1000,15,28,39,36,5,12,16
Herb_Bag_1001,14,5,25,33,10,27,20
Herb_Bag_1002,21,31,19,27,16,22,6
Herb_Bag_1003,12,33,28,34,9,20,9
Herb_Bag_1004,19,15,16,3,11,18,14
Herb_Bag_1005,19,7,17,25,11,14,23
Herb_Bag_1006,25,22,22,13,4,20,11
Herb_Bag_1007,9,26,19,7,18,26,11
Herb_Bag_1008,25,6,22,27,15,18,11
Herb_Bag_1009,34,30,28,35,6,19,14
Herb_Bag_1010,22,15,20,40,15,23,20
Herb_Bag_1011,29,16,23,9,9,25,6
Herb_Bag_1012,15,16,22,29,10,16,4
Herb_Bag_1013,34,19,15,14,13,28,4
Herb_Bag_1014,25,12,12,34,7,19,20
Herb_Bag_1015,23,24,25,18,16,21,18
Herb_Bag_1016,18,23,26,24,5,26,18
Herb_Bag_1017,22,3,17,11,4,31,17
Herb_Bag_1018,9,17,29,37,19,18,16
Herb_Bag_1019,15,29,23,15,2,12,4
Herb_Bag_1020,17,14,21,20,20,23,15
Herb_Bag_1021,18,27,28,8,13,12,18
Herb_Bag_1022,16,16,20,12,8,8,20
Herb_Bag_1023,17,20,9,29,14,12,14
Herb_Bag_1024,28,5,23,32,3,39,16
Herb_Bag_1025,25,31,19,13,4,26,12
Herb_Bag_1026,14,25,20,54,13,28,20
Herb_Bag_1027,32,21,16,12,10,15,18
Herb_Bag_1028,26,21,28,39,12,10,22
Herb_Bag_1029,21,34,16,34,11,24,11
Herb_Bag_1030,19,22,22,14,12,21,8
Herb_Bag_1031,13,11,16,9,17,19,9
Herb_Bag_1032,25,47,24,35,6,31,15
Herb_Bag_1033,17,34,13,17,15,18,6
Herb_Bag_1034,19,18,16,9,10,5,12
Herb_Bag_1035,19,26,20,47,12,16,5
Herb_Bag_1036,34,16,21,21,5,28,10
Herb_Bag_1037,14,40,22,7,13,28,16
Herb_Bag_1038,24,0,15,7,6,10,15
Herb_Bag_1039,27,13,32,24,11,5,19
Herb_Bag_1040,26,17,19,7,13,29,10
Herb_Bag_1041,30,15,23,10,0,16,22
Herb_Bag_1042,20,28,17,40,8,20,14
Herb_Bag_1043,22,13,22,38,11,19,4
Herb_Bag_1044,17,11,17,1,12,22,13
Herb_Bag_1045,27,18,15,33,6,21,5
Herb_Bag_1046,29,19,24,48,10,16,18
Herb_Bag_1047,14,24,20,4,15,28,16
Herb_Bag_1048,28,27,23,52,12,17,16
Herb_Bag_1049,27,27,10,17,20,15,9
Herb_Bag_1050,14,16,21,27,9,8,26
Herb_Bag_1051,7,23,21,41,17,35,6
Herb_Bag_1052,18,37,24,23,10,21,21
Herb_Bag_1053,30,47,23,12,16,27,17
Herb_Bag_1054,23,20,25,33,13,23,3
Herb_Bag_1055,34,22,20,32,6,23,10
Herb_Bag_1056,19,24,31,35,11,10,15
Herb_Bag_1057,19,36,13,33,7,18,23
Herb_Bag_1058,29,26,20,14,9,22,15
Herb_Bag_1059,18,15,29,38,8,24,12
Herb_Bag_1060,10,12,20,21,11,10,9
Herb_Bag_1061,22,24,23,37,11,16,16
Herb_Bag_1062,24,26,17,0,8,18,20
Herb_Bag_1063,13,0,25,25,16,10,13
Herb_Bag_1064,19,46,21,13,3,20,20
Herb_Bag_1065,28,27,23,9,1,16,11
Herb_Bag_1066,15,25,18,18,21,11,8
Herb_Bag_1067,31,30,13,22,12,10,16
Herb_Bag_1068,19,29,22,6,8,25,19
Herb_Bag_1069,28,20,11,8,7,19,18
Herb_Bag_1070,15,10,22,19,8,17,25
Herb_Bag_1071,28,34,12,29,10,33,18
Herb_Bag_1072,25,7,10,15,5,25,16
Herb_Bag_1073,8,24,21,21,2,17,11
Herb_Bag_1074,14,17,13,35,19,25,23
Herb_Bag_1075,27,33,12,33,5,30,4
Herb_Bag_1076,18,25,15,10,11,25,23
Herb_Bag_1077,23,35,30,25,9,10,16
Herb_Bag_1078,13,15,20,27,4,23,13
Herb_Bag_1079,4,33,24,0,10,18,11
Herb_Bag_1080,6,36,19,23,6,9,10
Herb_Bag_1081,25,44,17,45,5,14,2
Herb_Bag_1082,25,29,29,41,10,29,6
Herb_Bag_1083,22,10,20,11,8,18,11
Herb_Bag_1084,12,19,20,44,8,27,14
Herb_Bag_1085,10,7,20,48,9,23,14
Herb_Bag_1086,16,25,16,1,12,8,24
Herb_Bag_1087,19,25,29,4,19,11,8
Herb_Bag_1088,38,4,20,23,1,10,23
Herb_Bag_1089,24,28,14,32,11,27,18
Herb_Bag_1090,26,28,18,3,8,12,23
Herb_Bag_1091,14,21,23,32,9,23,13
Herb_Bag_1092,18,2,23,27,9,33,17
Herb_Bag_1093,7,26,15,10,1,25,16
Herb_Bag_1094,17,32,23,43,9,31,23
Herb_Bag_1095,30,23,28,19,6,19,13
Herb_Bag_1096,20,13,18,11,6,24,13
Herb_Bag_1097,16,29,13,30,15,30,12
Herb_Bag_1098,30,36,18,27,9,36,10
Herb_Bag_1099,11,21,23,5,0,13,16
Herb_Bag_1100,22,11,31,0,18,9,23
Herb_Bag_1101,25,27,23,29,8,37,11
Herb_Bag_1102,13,13,21,20,8,18,17
Herb_Bag_1103,23,29,26,24,19,30,5
Herb_Bag_1104,14,25,12,0,5,22,16
Herb_Bag_1105,7,23,17,16,13,19,8
Herb_Bag_1106,15,15,18,26,5,24,7
Herb_Bag_1107,20,11,29,44,0,21,7
Herb_Bag_1108,23,0,21,0,15,5,14
Herb_Bag_1109,19,25,13,31,11,29,25
Herb_Bag_1110,27,22,9,30,6,22,16
Herb_Bag_1111,18,25,16,44,9,26,14
Herb_Bag_1112,17,14,24,18,17,17,24
Herb_Bag_1113,24,18,19,29,8,26,19
Herb_Bag_1114,11,13,28,22,11,16,21
Herb_Bag_1115,23,15,17,34,9,12,16
Herb_Bag_1116,14,29,24,14,10,14,15
Herb_Bag_1117,28,35,25,26,9,23,13
Herb_Bag_1118,19,29,20,29,8,17,13
Herb_Bag_1119,22,18,21,34,8,30,8
Herb_Bag_1120,28,27,23,22,10,32,15
Herb_Bag_1121,16,8,18,29,17,10,12
Herb_Bag_1122,18,32,21,44,20,28,14
Herb_Bag_1123,22,16,22,38,13,29,11
Herb_Bag_1124,6,11,10,42,11,25,7
Herb_Bag_1125,14,31,13,40,8,24,22
Herb_Bag_1126,28,28,18,8,7,15,11
Herb_Bag_1127,24,28,16,23,16,18,10
Herb_Bag_1128,17,27,19,1,10,14,24
Herb_Bag_1129,15,38,23,16,6,15,19
Herb_Bag_1130,24,6,21,20,11,14,10
Herb_Bag_1131,26,29,19,3,12,11,13
Herb_Bag_1132,23,34,16,0,2,13,10
Herb_Bag_1133,9,19,18,23,7,29,13
Herb_Bag_1134,25,22,18,23,11,11,21
Herb_Bag_1135,13,13,22,2,16,14,7
Herb_Bag_1136,18,41,22,29,13,37,12
Herb_Bag_1137,25,20,10,8,8,11,11
Herb_Bag_1138,19,19,23,20,11,7,17
Herb_Bag_1139,28,23,24,15,14,27,14
Herb_Bag_1140,32,23,26,0,17,19,7
Herb_Bag_1141,27,29,30,42,6,25,16
Herb_Bag_1142,34,18,18,28,15,14,11
Herb_Bag_1143,20,44,23,44,12,25,21
Herb_Bag_1144,21,38,27,21,0,19,9
Herb_Bag_1145,22,11,27,25,11,18,9
Herb_Bag_1146,15,27,20,34,9,27,20
Herb_Bag_1147,19,13,27,2,11,11,13
Herb_Bag_1148,30,40,12,14,9,12,15
Herb_Bag_1149,27,15,22,19,8,4,9
Herb_Bag_1150,16,25,27,10,13,19,6
Herb_Bag_1151,9,33,21,13,4,31,15
